chr	start	end	context	WT_1	WT_2	A4_1	A4_2	A17_1	A17_2
SL4.0ch00	1700000	1800000	CHH	13.117892918019	11.4851485148515	15.3539931406173	12.6819596862554	11.1256045896871	11.3164549926354
SL4.0ch00	1800000	1900000	CG	90.2782645265298	90.3211805555556	90.8329455560726	90.8566042182161	87.4794187128642	86.8416305916306
SL4.0ch00	1800000	1900000	CHG	74.2494824016563	74.6394357300769	75.1672970613907	73.6608135141143	70.1736806947228	70.4913922781213
SL4.0ch00	1800000	1900000	CHH	13.56397323921	12.1006714004046	15.4791154791155	12.4530107306404	10.8015351062571	11.0552434252235
SL4.0ch00	1900000	2000000	CG	89.3050311256251	89.4147341852027	91.0571513177376	89.2236740968486	86.3474997464246	88.040616773223
SL4.0ch00	1900000	2000000	CHG	74.6031746031746	75.2317198764161	75.4919499105546	72.9978621937181	70.7560948208067	70.657507360157
SL4.0ch00	1900000	2000000	CHH	14.3920099875156	12.244443950079	16.2874390527049	12.7754745799695	10.8844216803869	11.5985757121439
SL4.0ch00	2000000	2100000	CG	56.8805637982196	67.8178368121442	73.1975280384527	69.8681732580038	54.5349375289218	67.3905996758509
SL4.0ch00	2000000	2100000	CHG	52.8451882845188	61.1546391752577	68.0788177339901	64.2348008385744	52.6288526288526	61.6660656328886
SL4.0ch00	2000000	2100000	CHH	10.6436263461057	10.7690775054792	13.9946698252887	14.2786267116491	10.0299675860804	12.1869782971619
SL4.0ch00	2100000	2200000	CG	78.422796902157	79.5150151506442	79.8698006803649	78.5635273173514	75.6276202904184	76.0983889182164
SL4.0ch00	2100000	2200000	CHG	55.5324425954076	57.1941394999374	56.8329506984708	56.801595476561	53.6185587143933	54.4983252259683
SL4.0ch00	2100000	2200000	CHH	6.34535731138258	6.29714002431511	6.48744809763845	6.58510824094943	6.18768800889502	6.15192405394956
SL4.0ch00	2200000	2300000	CG	91.4346895074947	91.5035587188612	90.5660377358491	89.5378151260504	86.6350067842605	84.8676854267611
SL4.0ch00	2200000	2300000	CHG	79.3710539096649	79.9752494392451	81.047265987025	76.7062314540059	73.3633433366678	72.8216161488325
SL4.0ch00	2200000	2300000	CHH	14.0408373227576	12.3485177320773	17.0888399412628	13.7990899703843	11.437535855177	11.6154357472648
SL4.0ch00	2300000	2400000	CG	91.8026059300298	89.9209486166008	92.483127763556	88.3731547709633	87.6593673965937	86.8887492143306
SL4.0ch00	2300000	2400000	CHG	76.6826923076923	74.5625662778367	77.3470839260313	71.8406072106262	65.7555610276615	65.4489481785531
SL4.0ch00	2300000	2400000	CHH	13.2194626297444	10.7713959011347	15.36367810061	11.4211016402836	9.49078992987597	9.58448833867901
SL4.0ch00	2400000	2500000	CG	76.4269549911994	78.7738693467337	87.9128856624319	68.9946140035907	65.6169159824542	65.0524407613622
SL4.0ch00	2400000	2500000	CHG	68.0178538895974	69.5753344968005	75.0059623181493	60.9162588363241	53.0277506871177	52.3735489220564
SL4.0ch00	2400000	2500000	CHH	11.724128222094	11.0016215541973	15.4024223884916	9.95412396290874	7.35559566787004	7.69479042882502
SL4.0ch00	2500000	2600000	CG	68.7621473091616	71.937984496124	88.5525921486365	65.342821425137	51.3426905082356	57.147315855181
SL4.0ch00	2500000	2600000	CHG	37.6400702038612	40.5250596658711	54.4406196213425	35.4826616682287	26.5932792584009	29.946682464455
SL4.0ch00	2500000	2600000	CHH	7.87873918748828	7.99863852961198	15.0453903570708	7.72339800117578	4.65614072268729	6.05617795096607
SL4.0ch00	2600000	2700000	CG	91.1397676522538	91.713845848232	91.4112562138611	91.1206127695294	87.3696230145204	87.9995182947635
SL4.0ch00	2600000	2700000	CHG	61.3875816001215	61.9724067450179	61.6166304321274	62.185881711638	56.9283226929774	58.6379018612521
SL4.0ch00	2600000	2700000	CHH	14.1705677902399	13.5082880049496	16.3504320647178	15.3203875534663	13.2701885450018	13.879326149396
SL4.0ch00	2700000	2800000	CG	91.2244147567104	91.1794977356937	90.9598676044683	89.1390325524795	85.1938040869755	85.5161667315933
SL4.0ch00	2700000	2800000	CHG	63.4355275022543	61.5418437637403	63.0310110450297	60.4957730333859	56.9113924050633	59.7784775762841
SL4.0ch00	2700000	2800000	CHH	12.648623061287	10.8221688043168	14.6373207520859	12.1345500089461	10.2294058850776	10.718345838516
SL4.0ch00	2800000	2900000	CG	91.5942179430618	91.7097769856106	92.8166089965398	91.069537592658	87.6699454921371	87.7070954211814
SL4.0ch00	2800000	2900000	CHG	62.0152261531572	61.3097507051917	61.4407487882333	60.4840533815879	57.5171149803245	56.5559699283727
SL4.0ch00	2800000	2900000	CHH	13.4674688309968	12.2770801078043	15.8116813289227	13.7529413505794	11.8390242379461	11.6197547323779
SL4.0ch00	2900000	3000000	CG	91.3788842898622	91.0804648835011	92.1479452054794	90.2957270927931	86.0657587841396	86.0382835888597
SL4.0ch00	2900000	3000000	CHG	64.4177302335434	63.6599851521901	64.6241870018094	63.8094336048494	59.9065711616319	59.9224690621738
SL4.0ch00	2900000	3000000	CHH	13.4455290736984	12.6379729260673	15.3946675097481	13.5554882718578	11.8895890443471	11.7408736611899
SL4.0ch00	3000000	3100000	CG	66.535654126895	73.3660130718954	75.1906011748531	72.4071856287425	65.216134162209	67.1497584541063
SL4.0ch00	3000000	3100000	CHG	57.5392038600724	63.0943760559981	65.4747871643746	63.4880803011292	57.0596351372068	58.9078233927188
SL4.0ch00	3000000	3100000	CHH	11.4534943739032	11.1448146017468	14.1920131791696	12.5984251968504	10.1792091209907	11.9671860829417
SL4.0ch00	3100000	3200000	CG	91.9529696213392	92.2835443037975	93.2921447484554	92.7745056794278	88.5565344077944	88.5240378385383
SL4.0ch00	3100000	3200000	CHG	61.8257089629476	62.0352932970635	63.5243496968512	62.9597388465724	58.9060041012924	59.0708326517258
SL4.0ch00	3100000	3200000	CHH	14.8308084383406	13.5880479191192	16.9571649352474	15.6835505511178	13.6712205941342	14.0132275132275
SL4.0ch00	3200000	3300000	CG	85.780183492485	86.5865274082832	87.5015340142084	86.9324473975637	84.3582065874794	85.3974776817344
SL4.0ch00	3200000	3300000	CHG	42.2361293361596	42.8679483138985	41.3084938776638	39.9086154031143	38.5198342214328	41.3110552048227
SL4.0ch00	3200000	3300000	CHH	10.7771454415256	10.732640981108	12.4552664089587	11.4742817822123	10.6344608995027	11.1332993983059
SL4.0ch00	3300000	3400000	CG	91.8574020033126	92.6149545772187	92.9540566959922	91.9268061960506	88.0886022915642	88.093395252838
SL4.0ch00	3300000	3400000	CHG	61.1016834102634	61.0553501203263	61.8150637568113	61.4880326550807	57.3678290213723	57.5067700922569
SL4.0ch00	3300000	3400000	CHH	15.0994668645077	14.1780185758514	17.452693289993	16.0892081255712	13.9465402541529	14.2325975431826
SL4.0ch00	3400000	3500000	CG	91.703001446353	92.3496222625992	92.9082735438908	92.4264529354189	88.4096115416484	88.1375325381161
SL4.0ch00	3400000	3500000	CHG	59.419351625915	59.5080877465101	60.6886438515302	59.5609672440405	56.414762741652	56.8930596813395
SL4.0ch00	3400000	3500000	CHH	14.8719762428884	14.565961555341	17.2819468766165	16.192083395638	13.9465124937654	14.3543809570681
SL4.0ch00	3500000	3600000	CG	91.5118857442598	91.7797391648004	92.2576600579892	91.288202151272	87.219053051911	87.3331119229492
SL4.0ch00	3500000	3600000	CHG	66.8976966175555	67.9911547232396	64.8751010681306	66.3748888736921	62.9166477195216	63.1018592086445
SL4.0ch00	3500000	3600000	CHH	14.7443399483039	13.986216004292	17.1173383539342	14.7455468996016	12.7922484417953	12.9943562313103
SL4.0ch00	3600000	3700000	CG	79.4085652603217	80.3690616411464	80.304465401035	79.2202227934876	76.6185279396078	76.5354992297998
SL4.0ch00	3600000	3700000	CHG	65.3589398694764	68.8292623251641	61.8038534330303	65.9313516736223	62.4214085697681	63.4462729912875
SL4.0ch00	3600000	3700000	CHH	9.88241651669184	9.92972321408265	9.29565054003797	9.97812735948191	8.83537674669016	9.1055925701595
SL4.0ch00	3700000	3800000	CG	0.0780487804878049	0.205761316872428	0.10082677959266	0.0423818605636787	0.0589970501474926	0.176626435089785
SL4.0ch00	3700000	3800000	CHG	0.0839160839160839	0.159540523292916	0.0289603243556328	0.17631501616221	0.0964320154291225	0.0402738622633911
SL4.0ch00	3700000	3800000	CHH	0.0465218105194023	0.148636422385938	0.11950150799522	0.0854387892103015	0.0841476655808903	0.104648822700745
SL4.0ch00	3800000	3900000	CG	83.0882352941177	87.2455338595762	83.7142857142857	80.5440120891575	77.6126335346029	79.145122371596
SL4.0ch00	3800000	3900000	CHG	59.7499533495055	65.1162790697674	50.1418439716312	51.164007324091	49.5221843003413	51.4246637793481
SL4.0ch00	3800000	3900000	CHH	13.5956857600933	13.0462570903571	13.0075458138699	9.73599197950317	8.35401971145575	9.58193870184419
SL4.0ch00	3900000	4000000	CG	92.6618866233475	91.6173205033309	92.3604672723901	91.6975145425701	89.2309365821821	88.9713225852475
SL4.0ch00	3900000	4000000	CHG	71.800852569774	72.0515888844568	74.0485829959514	69.515912693574	66.0581948669943	67.966903073286
SL4.0ch00	3900000	4000000	CHH	15.5118352290194	14.1345303995906	18.1717322121982	14.4721026291059	12.5498686055853	13.0816630072951
SL4.0ch00	4000000	4100000	CG	90.5450358239509	90.7747679484751	90.2022215892908	88.4569138276553	85.7712082262211	84.9379132398
SL4.0ch00	4000000	4100000	CHG	69.1287608726651	68.4174779261943	70.0714711137582	65.3397391901167	63.2742032471437	62.2389791183295
SL4.0ch00	4000000	4100000	CHH	11.460396039604	9.16330362345426	12.7651095860084	9.81571156450095	8.54423164614683	8.67639696537914
SL4.0ch00	4100000	4200000	CG	88.8498121652945	87.6132555541765	89.0769850866586	86.0556257901391	82.7502102607233	82.3529411764706
SL4.0ch00	4100000	4200000	CHG	61.4299610894942	60.7709165914658	65.1803907467338	58.93536121673	55.4477741209077	56.071964017991
SL4.0ch00	4100000	4200000	CHH	9.88641441102462	8.74065554916619	11.6331317121343	9.47584978659379	8.37257239860154	8.43157324342224
SL4.0ch00	4200000	4300000	CG	89.7903698933963	88.7853218210361	88.3761887988728	84.8316342292246	82.2654542891379	81.7084639498433
SL4.0ch00	4200000	4300000	CHG	61.1988304093567	61.1343040423582	64.8829953198128	57.7005577005577	52.8329872441412	53.6443148688047
SL4.0ch00	4200000	4300000	CHH	10.9210698547057	9.0102866273844	12.0338073517574	9.24110951578334	7.8335495459535	7.94495805309314
SL4.0ch00	4300000	4400000	CG	89.0516677567037	87.6728907330567	88.5928393005829	83.2807570977918	81.0486418193304	80.8197879858657
SL4.0ch00	4300000	4400000	CHG	62.8269174258008	58.2322713257965	66.3083538083538	57.7132486388385	52.5288502635703	53.0278497409326
SL4.0ch00	4300000	4400000	CHH	12.0715372677826	10.0427841928509	13.3903381223143	10.4132689673169	9.13256510298521	9.48751538247787
SL4.0ch00	4400000	4500000	CG	5.61370123691722	6.56779661016949	2.35294117647059	8.62068965517241	7.43670886075949	7.72532188841202
SL4.0ch00	4400000	4500000	CHG	2.63157894736842	5.38793103448276	1.76678445229682	5.26315789473684	3.97456279809221	8.55513307984791
SL4.0ch00	4400000	4500000	CHH	1.67739749237547	3.99885746929449	1.27814972611077	2.87337119946542	2.08197787898504	3.12238639531642
SL4.0ch00	4500000	4600000	CG	92.2823026890593	90.9390444810544	90.8221302998966	89.3440315315315	86.5611945604835	86.4689843217451
SL4.0ch00	4500000	4600000	CHG	77.2272187340913	73.8278342842967	77.0442436877461	70.9783156833081	68.3832631839564	69.5556224295316
SL4.0ch00	4500000	4600000	CHH	14.310766287597	11.6558606152779	16.3086351338136	12.0670747789392	10.4372704153716	10.7140823739737
SL4.0ch00	4600000	4700000	CG	92.8089743999489	92.7443448570209	93.5746439795023	93.0251827301512	88.601189924564	89.1044286495353
SL4.0ch00	4600000	4700000	CHG	67.1817780432694	66.2918279080355	65.2196289338926	65.7967158976241	61.933792778465	62.3512946116165
SL4.0ch00	4600000	4700000	CHH	14.259642158079	12.5622669243542	16.3871162861031	13.6418029517351	12.0730006382828	12.3518505312701
SL4.0ch00	4700000	4800000	CG	92.8063342293415	92.5700486288002	93.6052466635073	92.8588113591617	88.5769989144161	88.7832793005207
SL4.0ch00	4700000	4800000	CHG	60.2314832499332	59.5576726777816	60.6644561898821	59.4814714266323	56.5165138431407	56.195674145947
SL4.0ch00	4700000	4800000	CHH	13.3904708483189	12.3059252217997	16.0382975682949	13.5943237348499	11.6355032929004	12.0593060946817
SL4.0ch00	4800000	4900000	CG	73.785621761658	77.1540936717912	71.2222613596337	70.6018518518518	71.7122683142101	71.1808118081181
SL4.0ch00	4800000	4900000	CHG	57.4314139282484	59.6985583224115	59.7047970479705	51.0504201680672	55.6499261447563	59.9286563614744
SL4.0ch00	4800000	4900000	CHH	10.2932504154828	9.77953646127756	11.3396663924003	11.2529691211401	9.25452925452925	10.3592971413585
SL4.0ch00	4900000	5000000	CG	77.7694149846049	78.0092939589267	76.3799283154122	77.1718146718147	73.0149812734082	76.2636415852958
SL4.0ch00	4900000	5000000	CHG	51.103468042419	54.08042578356	51.5608180839613	50.6462585034014	47.5857817957674	49.4114002478315
SL4.0ch00	4900000	5000000	CHH	8.63971275760183	9.94500813260011	9.54337363540322	9.49916673975967	7.67812323925626	7.67572561398106
SL4.0ch00	5000000	5100000	CG	80.7107005553182	81.9322318678241	82.2026374483012	80.4555758279427	78.6677852348993	79.0516156105749
SL4.0ch00	5000000	5100000	CHG	39.15562187308	39.8008180686466	38.6340616408624	37.9519145146928	35.8731196860693	36.7946440770597
SL4.0ch00	5000000	5100000	CHH	6.6754617414248	6.59053635424892	7.02130510518558	6.76391368822443	6.08110592301188	6.16841566419247
SL4.0ch00	5100000	5200000	CG	79.3384650560171	84.4157504474559	86.7987533392698	81.6742081447964	71.4093357271095	78.724958263773
SL4.0ch00	5100000	5200000	CHG	51.7134793710523	58.2507852138198	62.629856268678	56.5903307888041	45.9549492385787	53.1560142913855
SL4.0ch00	5100000	5200000	CHH	12.1157083370249	13.145522247715	16.3530131123038	14.3771261947189	10.490081085216	12.6038474902865
SL4.0ch00	5200000	5300000	CG	82.5986886933874	83.3014838129496	82.2885350989039	82.072562750353	78.6834094368341	79.9128875224187
SL4.0ch00	5200000	5300000	CHG	67.8850654847866	69.4476744186046	65.8706910692944	68.1960928259717	64.4020244251293	65.7303904493493
SL4.0ch00	5200000	5300000	CHH	11.3385890725972	11.027925247777	11.5188072383319	11.5048638448775	10.0519749949232	10.6935972685771
SL4.0ch00	5300000	5400000	CG	91.1619443722381	92.1185661764706	90.1838578996572	89.9953466728711	84.9651457541191	85.8621987951807
SL4.0ch00	5300000	5400000	CHG	71.2629099474542	72.3509933774834	72.1477428180575	69.7016780609074	61.3012922239855	62.1108580106302
SL4.0ch00	5300000	5400000	CHH	14.3751126677139	13.9795359804623	17.3505722763883	14.437152953054	11.3106839785301	11.1970559171295
SL4.0ch00	5400000	5500000	CG	89.4343240651965	85.7012473379982	91.4357682619647	83.546552949538	81.3292433537832	82.9995114802149
SL4.0ch00	5400000	5500000	CHG	64.4904910587567	61.5051903114187	64.8628048780488	59.8639455782313	59.5167064439141	57.6086956521739
SL4.0ch00	5400000	5500000	CHH	12.3045870107255	10.1203230591726	17.1324495401887	11.2017667627753	10.326636797225	10.4217481928245
SL4.0ch00	5500000	5600000	CG	90.3709624335888	90.6942573772499	88.4867954835357	88.517904931821107	84.9811134833306	87.4337427278604
SL4.0ch00	5500000	5600000	CHG	65.3240901213172	65.7593903102885	65.0913225783526	65.3444272445821	62.1828981561688	65.4705992861169
SL4.0ch00	5500000	5600000	CHH	11.1544187758243	10.8500195456717	12.6309908750783	11.7442022586792	10.6050690147549	11.7616354936929
SL4.0ch00	5600000	5700000	CG	92.3511858017905	92.496644295302	91.319542835553	90.720933462981	87.1017518380684	87.0513102840784
SL4.0ch00	5600000	5700000	CHG	74.591280653951	75.3912574203994	76.7498205312276	74.9931972789116	70.6652322036937	70.3517037361674
SL4.0ch00	5600000	5700000	CHH	15.3001079630008	13.9216641599763	17.7294153043827	15.6453417993285	13.5515452619274	13.8457463914795
SL4.0ch00	5700000	5800000	CG	87.8348878745783	88.199185055829	85.9110298598416	86.1155021603962	83.1209105779716	83.8107983773159
SL4.0ch00	5700000	5800000	CHG	64.8837687718576	65.5542006289712	59.9852796859666	59.890283119995	57.8730120189389	58.5903740128148
SL4.0ch00	5700000	5800000	CHH	9.83944517847136	9.26358954666082	9.0272147533247	8.60570637545182	7.54432081317356	7.77346992143531
SL4.0ch00	5800000	5900000	CG	77.681926435565	80.0655811849842	76.2334536702768	75.9637714816535	71.1000332336324	71.1412720427977
SL4.0ch00	5800000	5900000	CHG	52.3593877366181	52.2130532633158	52.6894385551629	52.3553162853297	48.2404853833425	45.5055225148683
SL4.0ch00	5800000	5900000	CHH	6.3805323079243	5.67605919318873	7.58551886234126	6.79195515990768	5.18178885765633	5.29297855554759
SL4.0ch00	5900000	6000000	CG	88.3734939759036	90.9318996415771	90.0830876440633	90.029517874713	83.3650391037836	84.9428571428571
SL4.0ch00	5900000	6000000	CHG	76.030962231416	75.2864157119476	77.7107297755987	72.4865129965669	69.6454948301329	70.1460142067877
SL4.0ch00	5900000	6000000	CHH	15.3655021617055	13.1254450732731	17.5630670290549	14.5406824146982	11.9958202716823	12.8358402910887
SL4.0ch00	6000000	6100000	CG	91.6949152542373	91.7805188340063	92.8503902979229	91.8602609865996	87.957785303615	88.4852189860705
SL4.0ch00	6000000	6100000	CHG	60.9592499098449	61.2521739130435	62.4281150159744	63.3727175080559	57.3274769828533	58.142564675228
SL4.0ch00	6000000	6100000	CHH	14.7034180873074	13.3299421717713	17.0437861646083	16.2592956363126	13.4213213326778	14.2384319456683
SL4.0ch00	6100000	6200000	CG	91.2903058445096	91.5344798797796	92.2243709645035	91.3313535692426	87.2843027561971	87.5461836532396
SL4.0ch00	6100000	6200000	CHG	62.6945871197155	63.3320452130229	64.2378401092552	63.9555454751644	59.8044541010321	60.4263273302419
SL4.0ch00	6100000	6200000	CHH	14.432048278874	14.0076215442122	16.8908711603482	15.5595840744288	13.194938263624	13.9391946811328
SL4.0ch00	6200000	6300000	CG	86.8098969798362	86.4647320482948	83.40942293645	88.1365522444361	77.1791502409111	82.7268236456447
SL4.0ch00	6200000	6300000	CHG	62.5796528235553	64.1749595001157	58.4349030470914	65.2485256950295	58.0449710515686	60.7045081219201
SL4.0ch00	6200000	6300000	CHH	10.0800785170975	10.4388641164046	10.7578117841107	11.1092164719925	8.74019237285927	9.5801322136859
SL4.0ch00	6300000	6400000	CG	91.5861208854839	90.5669458080662	89.0017211703959	90.2985074626866	87.506066325155	87.2957725840721
SL4.0ch00	6300000	6400000	CHG	58.8757128632208	60.4635761589404	51.960923120487	57.2168392916806	53.8697788697789	55.4235339210425
SL4.0ch00	6300000	6400000	CHH	10.323454752153	10.0541877724114	9.82935153583618	10.0640988954387	8.6888819682342	8.89891736878376
SL4.0ch00	6400000	6500000	CG	76.4744322823068	81.1622276029056	87.0153291253381	72.2300469483568	70.1298701298701	66.7359274650548
SL4.0ch00	6400000	6500000	CHG	66.3282315502349	68.3089500860585	71.3083718973496	61.2190812720848	58.4786530366807	56.2370421561852
SL4.0ch00	6400000	6500000	CHH	11.7841669948799	10.4637247569185	14.5398450833662	10.5784688364738	9.50612289927555	9.06450723931062
SL4.0ch00	6500000	6600000	CG	79.9598857460087	81.1592657746504	80.6216297398195	80.7648442511939	77.6845599692871	77.9764475540583
SL4.0ch00	6500000	6600000	CHG	54.6185815793002	55.8290946083418	52.4486226497595	54.4414674361088	51.3324708926261	52.1675477836519
SL4.0ch00	6500000	6600000	CHH	8.27466647178713	7.96303876533103	7.03387964390198	8.20040183871655	6.93478135178368	7.4237337262385
SL4.0ch00	6600000	6700000	CG	90.9056171188384	92.5758553905746	89.6489104116223	89.2523364485981	86.1319636507309	86.7924528301887
SL4.0ch00	6600000	6700000	CHG	70.5629139072848	67.3602853745541	72.4459724950884	66.0514813016027	65.0517875041764	64.6331409727947
SL4.0ch00	6600000	6700000	CHH	12.3959876895019	11.4218356231201	12.675033710196	11.7753196830627	10.5337965887555	9.8873987854251
SL4.0ch00	6700000	6800000	CG	79.0980629539952	79.0883303647998	76.6921093868473	77.2403795466526	72.4913119026933	72.628260246489
SL4.0ch00	6700000	6800000	CHG	50.9052056746008	50.982406575061	49.4999746180009	49.1623711340206	47.2286780759208	46.4657779769239
SL4.0ch00	6700000	6800000	CHH	6.80244119865597	6.15947383978717	7.11917916337806	7.03397612488522	5.66533592793949	5.66849349987255
SL4.0ch00	6800000	6900000	CG	91.8696345485921	91.9432207537934	92.2367039135001	91.1568193295265	87.8953328480142	87.7967469951564
SL4.0ch00	6800000	6900000	CHG	61.2112817328589	61.378302690856	60.1295061370446	61.3808832676757	58.3639178804909	58.0394157790675
